term.id,-,term.name,term.units,term.synonyms,term.subClassOf.0.id,term.definition,term.agrovoc,term.defaultProperties.0.term.id,term.defaultProperties.0.value,term.defaultProperties.0.sd,term.defaultProperties.1.term.id,term.defaultProperties.1.value,term.defaultProperties.1.sd,term.defaultProperties.1.description,term.defaultProperties.2.term.id,term.defaultProperties.2.value,term.defaultProperties.2.sd,term.defaultProperties.2.description,term.defaultProperties.3.term.id,term.defaultProperties.3.value,term.defaultProperties.3.sd,term.defaultProperties.3.description,term.defaultProperties.4.term.id,term.defaultProperties.4.value,term.defaultProperties.4.sd,term.defaultProperties.4.description,term.defaultProperties.5.term.id,term.defaultProperties.5.value,term.defaultProperties.5.sd,term.defaultProperties.5.description,term.defaultProperties.6.term.id,term.defaultProperties.6.value,term.defaultProperties.6.sd,term.defaultProperties.6.description,term.defaultProperties.7.term.id,term.defaultProperties.7.value,term.defaultProperties.7.min,term.defaultProperties.7.max,term.defaultProperties.8.term.id,term.defaultProperties.8.value,term.defaultProperties.8.sd,term.defaultProperties.8.description,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.min,lookups.5.max,lookups.5.source,lookups.5.notes,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.min,lookups.6.max,lookups.6.source,lookups.6.notes,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState
seaweedKgMass,seaweed Kg Mass,Seaweed (kg mass),kg,Sea weed,otherOrganicFertilisersKgMass,-,http://aims.fao.org/aos/agrovoc/c_afec13cd ,-,-,-,nitrogenContent,1.00,-,-,totalAmmoniacalNitrogenContentAsN,0.10,-,-,phosphateContentAsP2O5,2.00,-,-,potassiumContentAsK2O,2.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
seamacGoldKgMass,seamac Gold Kg Mass,Seamac Gold (kg mass),kg,Seamac seaweed; Seamac sea weed; Ascophyllum nodosum extract,seaweedKgMass,"A solution of the seaweed Ascophyllum nodosum formulated with soluble forms of nitrogen, phosphorus, potassium, and essential micronutrients in a readily available form.",-,-,-,-,nitrogenContent,7.21,-,-,-,-,-,-,phosphateContentAsP2O5,7.93,-,-,potassiumContentAsK2O,5.59,-,-,-,-,-,-,-,-,-,-,density,1110.00,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,FALSE,complete
bloodMealKgMass,blood Meal Kg Mass,Blood meal (kg mass),kg,"Blood, dry; Blood, dried",otherOrganicFertilisersKgMass,-,http://aims.fao.org/aos/agrovoc/c_966,-,-,-,nitrogenContent,12.00,-,-,-,-,-,-,phosphateContentAsP2O5,0.00,-,-,potassiumContentAsK2O,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,601,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
vinasseKgMass,vinasse Kg Mass,Vinasse (kg mass),kg,Stillage; Distillery wastewater; Distillery pot ale; Distillery slops; Distillery spent wash; Dunder; Mosto; Thin stillage,wastewaterKgMass,"The aqueous by-product from the distillation of bio-ethanol following fermentation of carbohydrates; it can be obtained from sugar crops (sugar beets, sugar cane, molasses, etc.), starch crops (corn, wheat, rice, cassava, etc.), dairy products (whey) or cellulosic materials (crop residues, herbaceous energy crops, bagasse, wood, or municipal solid waste). Employed as field fertiliser for crop production, or as an additive in animal feeds.",http://aims.fao.org/aos/agrovoc/c_27624,-,-,-,nitrogenContent,0.12,-,-,totalAmmoniacalNitrogenContentAsN,0.01,-,-,phosphateContentAsP2O5,0.13,-,-,potassiumContentAsK2O,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/16f96475-57f7-4c90-b96a-e0a81f9bfdbe,OrganicFertiliserClassification,"Liquid, Slurry, Sewage Sludge",complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
filterCakeKgMass,filter Cake Kg Mass,Filter cake (kg mass),kg,-,otherOrganicFertilisersKgMass,-,http://aims.fao.org/aos/agrovoc/c_25239,-,-,-,nitrogenContent,0.52,-,-,totalAmmoniacalNitrogenContentAsN,0.10,-,-,phosphateContentAsP2O5,0.66,-,-,potassiumContentAsK2O,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
palmEmptyFruitBunchesKgMass,palm Empty Fruit Bunches Kg Mass,Palm empty fruit bunches (kg mass),kg,EFB,otherOrganicFertilisersKgMass,-,-,-,-,-,nitrogenContent,0.33,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,-,phosphateContentAsP2O5,0.06,-,-,potassiumContentAsK2O,0.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
palmOilMillEffluentKgMass,palm Oil Mill Effluent Kg Mass,Palm oil mill effluent (kg mass),kg,POME,otherOrganicFertilisersKgMass,-,-,-,-,-,nitrogenContent,0.07,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,-,phosphateContentAsP2O5,0.10,-,-,potassiumContentAsK2O,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
wastewaterKgMass,wastewater Kg Mass,Wastewater (kg mass),kg,Waste water; drainwater; drain water,otherOrganicFertilisersKgMass,-,http://aims.fao.org/aos/agrovoc/c_8308 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/e8a51ec1-60cb-4ead-a948-ad1142c61918,OrganicFertiliserClassification,"Liquid, Slurry, Sewage Sludge",complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
oliveMillWastewaterKgMass,olive Mill Wastewater Kg Mass,Olive mill wastewater (kg mass),kg,-,wastewaterKgMass,-,-,-,-,-,nitrogenContent,0.10,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,-,phosphateContentAsP2O5,0.06,-,-,potassiumContentAsK2O,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,"Liquid, Slurry, Sewage Sludge",complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
olivePomaceKgMass,olive Pomace Kg Mass,Olive pomace (kg mass),kg,-,otherOrganicFertilisersKgMass,"The residue of the virgin olive oil extraction process, composed of olive pulp, residual oil, skins and stone fragments.",-,-,-,-,nitrogenContent,0.44,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,-,phosphateContentAsP2O5,0.06,-,-,potassiumContentAsK2O,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
grapePomaceWetKgMass,"grape Pomace, Wet Kg Mass","Grape pomace, wet (kg mass)",kg,-,otherOrganicFertilisersKgMass,-,-,dryMatter,50.00,-,nitrogenContent,0.90,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,-,phosphateContentAsP2O5,0.25,-,-,potassiumContentAsK2O,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
coffeePulpKgMass,coffee Pulp Kg Mass,Coffee pulp (kg mass),kg,-,otherOrganicFertilisersKgMass,-,http://aims.fao.org/aos/agrovoc/c_34239 ,dryMatter,13.00,-,nitrogenContent,13.08,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,-,-,-,-,-,-,-,-,-,organicCarbonContent,49.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
jeevamirthamKgMass,jeevamirtham Kg Mass,Jeevamirtham (kg mass),kg,-,otherOrganicFertilisersKgMass,"A solution of water, manure, cattle urine, jaggery and various other products.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,"Liquid, Slurry, Sewage Sludge",complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
digestateKgMass,digestate Kg Mass,Digestate (kg mass),kg,-,otherOrganicFertilisersKgMass,"The material remaining after the anaerobic digestion of a biodegradable feedstock, rich in nutrients and nitrogen, commonly used as an organic fertiliser in agriculture. ",http://aims.fao.org/aos/agrovoc/c_4af94ce2 ,dryMatter,5.36,-,nitrogenContent,0.40,-,-,totalAmmoniacalNitrogenContentAsN,0.20,-,-,phosphateContentAsP2O5,0.18,-,-,potassiumContentAsK2O,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
hornMealKgMass,horn Meal Kg Mass,Horn meal (kg mass),kg,Hoof and horn meal; Crushed horns; Crushed hornes and hooves; Crushed hornes and hoofs,otherOrganicFertilisersKgMass,Slow-release nitrogenous fertiliser obtained from ground residues of animal horns and hoofs.,-,dryMatter,91.00,-,nitrogenContent,12.00,-,-,-,-,-,-,phosphateContentAsP2O5,4.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/08c64e0a-dbf8-47a7-86dc-c281f357e9cd,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
castorPomaceKgMass,castor Pomace Kg Mass,Castor pomace (kg mass),kg,Castor cake,otherOrganicFertilisersKgMass,A pomace produced by the extraction of oil from castor beans and used as a fertiliser and soil conditioner.,-,-,-,-,nitrogenContent,5.00,-,-,-,-,-,-,phosphateContentAsP2O5,1.00,-,-,potassiumContentAsK2O,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,604,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
cocoaShellMealKgMass,cocoa Shell Meal Kg Mass,Cocoa shell meal (kg mass),kg,-,otherOrganicFertilisersKgMass,A meal made from the shells of cocoa beans.,http://aims.fao.org/aos/agrovoc/c_24831 ,-,-,-,nitrogenContent,2.50,-,-,-,-,-,-,phosphateContentAsP2O5,1.00,-,-,potassiumContentAsK2O,2.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,607,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
cocoaTankageKgMass,cocoa Tankage Kg Mass,Cocoa tankage (kg mass),kg,-,otherOrganicFertilisersKgMass,The residue from tanks in which cocoa has been rendered.,-,-,-,-,nitrogenContent,4.00,-,-,-,-,-,-,phosphateContentAsP2O5,1.50,-,-,potassiumContentAsK2O,2.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,"Liquid, Slurry, Sewage Sludge",complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,610,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
guanoKgMass,guano Kg Mass,Guano (kg mass),kg,-,otherOrganicFertilisersKgMass,The accumulated excrement of seabirds or bats.,http://aims.fao.org/aos/agrovoc/c_3414 ,-,-,-,nitrogenContent,12.00,-,-,-,-,-,-,phosphateContentAsP2O5,11.00,-,-,potassiumContentAsK2O,2.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,629,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
